,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7
56,akam,2014-07-30,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill impair impairment inability lack lapse late lie loss losses lying miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful hidden intangible may unusual varies vary varying,able benefit better enabling excellent gain gains great greater innovation leading opportunities satisfy strong unmatched win,59.0,60.72999954223633,59.02000045776367,57.61999893188477,57.52000045776367
57,akam,2014-10-24,absence against allege alleged break bridge cancel cancellation cancellations closed closure collapse concern contested contrary cut damage damages delay delayed destroy destroyed destruction deter disclose disclosed disinterested dispose disqualification disqualified erred fail fails forego ill illegal inability incident inconsistent ineffective invalid invalidate lapse late lie limitation limitations lose loss lost miss objecting pled poses posing postpone postponement postponements preclude question questions refusal resign resignation resigns restate restated revocation revocations stolen sue sued termination,alteration appear appears believe believed depend dependence dependent differ hidden may might nearly possible revise revised risk tending,able beneficial beneficially benefit best conclusive desired effective gain gains good satisfy success win,54.52999877929688,55.27999877929688,55.290000915527344,56.209999084472656,59.63000106811523
58,akam,2014-10-29,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill impair impairment inability lack lapse late lie loss losses lying miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful hidden intangible may unusual varies vary varying,able benefit better enabling gain gains great greater innovation innovative leading opportunities satisfy strong unmatched win,57.1500015258789,56.209999084472656,59.83000183105469,59.72000122070313,60.13999938964844
59,akam,2015-02-06,against breach breached break bridge cancel canceled claiming claims closed closing collapse conflict conflicts cut damage damages defer deter dispose dissolution erred fined force forced forego harm ill impair invalid invalidity lapse lapsed late lie limitation liquidation lose loses losing loss losses misconduct miss negligent omission omit omitted pled poses quit sever sue sued terminate terminated terminates termination terminations unfunded,ambiguity anticipate anticipated assume assumed fluctuation fluctuations hidden may,able achieve achievement benefit confident effective gain gains good great greater satisfactory satisfied satisfy success win,60.4900016784668,61.13000106811523,60.959999084472656,63.75,70.36000061035156
60,akam,2015-02-10,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill impair impairment inability lack lapse late lie loss losses lying miss negative negatively plea pleas pled poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit better enabling enhance enhances gain gains great greater innovation leading opportunities satisfy strong unmatched win,60.959999084472656,62.209999084472656,63.75,68.76999664306639,71.55999755859375
61,akam,2015-04-28,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divested divestiture easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater opportunities revolutionizing satisfy strong win,77.04000091552734,76.06999969482422,75.12999725341797,74.66000366210938,75.23999786376953
62,akam,2015-05-18,break bridge cancel canceled collapse cut forfeit forfeited ill lapse lie miss quit terminate terminated,depend dependent differ hidden may,able benefit gain gains satisfy win,77.95999908447266,77.94000244140625,77.30000305175781,77.63999938964844,77.73999786376953
63,akam,2015-07-24,break bridge closure collapse cut ill lapse lie plea pleas restructuring,believe hidden,able benefit benefiting effective exciting honor honored influential innovative leadership opportunity revolutionizing satisfy success successful valuable win,73.51000213623047,72.5199966430664,71.62999725341797,73.20999908447266,75.61000061035156
64,akam,2015-07-28,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divested divestiture easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater innovation opportunities revolutionizing satisfy strong win,71.62999725341797,73.6500015258789,73.20999908447266,76.70999908447266,74.41999816894531
65,akam,2015-10-27,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divested divestiture easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater innovation opportunities pleased revolutionizing satisfy strong win,75.37000274658203,75.55000305175781,62.90999984741211,60.81999969482422,61.70000076293945
66,akam,2015-11-17,absence absenteeism adverse against breach break bridge claiming claims closed closing collapse conciliation conflict conflicts contrary crime cut damage damages defer delay delayed deter dispose distract distraction distractions doubt erred excessive fail failure fined force forced forego forfeit forfeiture harm ill impair imperative inconsistent invalid invalidity involuntary lapse lapsed late lie limitation liquidation lose losing loss losses misconduct miss negligent omission omit omitted overage pled poses quit refusal refuse refuses resign resignation serious sever sue sued terminate terminated terminates termination terminations threat unfunded violation violations,ambiguity anticipate anticipated assume assumed assuming assumption believe believes could doubt hidden may possibility presumption presumptions,able achieve achieved achievement assure benefit best effective encouraging gain gains good opportunities satisfaction satisfactory satisfied satisfy succeed succeeding success win,59.13999938964844,58.72999954223633,59.25,56.91999816894531,56.61999893188477
67,akam,2016-02-09,break bridge claims collapse conciliation cut defer delay deter difficult disclaim disclaims discontinue divest divested divestiture divestitures easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses preclude precluded quit restructuring sue sued suspend weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may might nearly unusual varies vary varying,able achieve achieved achievement benefit effective enable enhance enhances excellent gain gains great greater revolutionizing satisfy win,40.97999954223633,39.56999969482422,47.959999084472656,50.7599983215332,53.27999877929688
68,akam,2016-02-09,against bad breach break bridge claims closed closing closure collapse complain complaint complaints concern conciliation conflict cut damage damages delay denigrate derogatory deter disclose disclosed disparaging doubt false fined force ill illegal injuries invalid lapse late lie limitation lose losing lying miss omission omissions oppose overage poses prosecute prosecution quit resign resignation resigns revocation revoke sever subpoena sue sued suspect suspected terminate terminated termination terminations unanticipated unemployment unsuspected wrong wrongdoing,anticipate anticipated conditional conditionally doubt fluctuation fluctuations hidden may might pending unknown,able achieve achievement benefit best confident effective gain gains leadership opportunity satisfy success win,40.97999954223633,39.56999969482422,47.959999084472656,50.7599983215332,53.27999877929688
69,akam,2016-04-26,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater revolutionizing satisfy strong win,51.09000015258789,52.65999984741211,54.849998474121094,50.9900016784668,49.5099983215332
70,akam,2016-05-16,break bridge collapse cut ill lapse lie miss,depend dependent hidden,able gain gains satisfy win,50.4900016784668,51.36000061035156,50.97000122070313,50.68000030517578,52.86000061035156
71,akam,2016-07-26,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater pleased resolve revolutionizing satisfy strength strong win,57.9000015258789,58.09000015258789,50.5099983215332,50.52999877929688,49.43000030517578
72,akam,2016-08-15,break bridge closure collapse cut easing ill lapse lie,almost believe hidden,able benefit benefiting effective honor honored innovative opportunity revolutionizing satisfy strong success win,51.97000122070313,52.04999923706055,52.0,52.349998474121094,53.97999954223633
73,akam,2016-10-25,against break bridge claims collapse conciliation critical cut defend defending defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred exploit exploiting fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater innovation resolve revolutionizing satisfy strong win,58.84000015258789,59.06999969482422,67.69999694824219,69.91000366210939,66.51999664306639
74,akam,2016-11-10,absence accident adverse adversely against alleging annoy annoyance annul arrears bail bankrupt bankruptcy breach breached breaches breaching break breakdown breakdowns bridge broken burden cancel cancellation cease ceases claiming claims closed closing closure closures collapse complain concealed concern condemn condemnation condemned confess confession conflict conflicts contesting contrary corrected correcting correction counterclaim crime cut damage damaged damages danger dangerous deface default defaulted defaults defect defective defects defend defer deficiency delay delayed delays delinquent demise demised demises demising demolish demolished demolishing demolition denial denied depleting deprive deprived destruction deter difficult difficulties diminish diminished disagree disagrees disappear disappearance disapproval disapprove disapproved disapproves disclaim disclaims disclose disclosed discontinue discontinued dismiss dismissed dispose dispossess dispossessed dispute disputed disputes disregard disregarding disrupt disruption dissolution disturb disturbance doubt easing encumber encumbered encumbering encumbers endanger endangered erred erring error errors evict eviction exculpation exonerate fail failed failing fails failure failures fault faulted faults fined fines fired force forced foreclosure forego forfeit forfeited fraud harm hazard hazardous ill illegal illegible impair impaired impairing impermissible improper inability inaction incapacity incident incomplete inconsistencies inconsistent inconvenience inconveniences injunction injure injury inquiry insolvency insolvent insufficiency insufficient intentional interfere interference interfering interrupt interruption invalid invalidate involuntarily involuntary jeopardize knowingly lack lag lapse lapsed late lie limitation limitations liquidate liquidated liquidation liquidator liquidators litigation lockout lockouts lose losing loss losses lying misappropriation misconduct miss missed misuse monopolistic negative neglect negligence negligent nuisance nullification objecting objection objectionable objections obscene obsolescence obsolete obstruct omission omissions omit omitted overage overages overload overloads overpaid overpayment overpayments overstate overstated overstatement penalties penalty pled poses prejudice prevention prevents prosecute prosecuted prosecutes prosecuting prosecution protest punitive question quit redress refusal refuse refused refusing reject rejecting rejection rejects reparation restate sever shut shutting solvency stoppage stops strain strained sue sued sues suffer suffered susceptible suspend suspended taint terminate terminated terminating termination terminations threat threaten threatened threatening unable unavailable underpaid underpayment underpayments undisclosed undue uneconomic unnecessary unoccupied unpaid unperformed unreasonable unreasonably unsafe unsuitable violate violation voided wrong wrongful wrongfully,alteration alterations ambiguity anticipate anticipated anticipates appear appears approximate approximately assume assumed assumes assuming assumption assumptions believe believes conditional conditionally contingencies contingent could depend dependent depending differ doubt fluctuating hidden may might nearly pending possible preliminary recalculate recalculated revise revised risk risks sometime sometimes tending uncertain uncertainties uncertainty unusual variable variables vary,able accomplish accomplished achieve achieved achievement achieves achieving adequately assure benefit best better boost charitable collaborate conclusive conclusively confident constructive desired despite diligent diligently effective efficiency efficient enabling enhance enhancement enjoy enjoyment exclusive exclusively gain gains good great greater improve improvement improvements integrity opportunity progress resolve satisfaction satisfactory satisfied satisfies satisfy succeed succeeding succeeds success successful superior valuable win,66.52999877929689,66.22000122070311,65.44999694824219,65.47000122070311,66.90000152587889
75,akam,2017-02-03,against break bridge closing collapse cut deter ill lapse late lie losing miss quit sue sued,fluctuation fluctuations hidden,able achieve achievement effective gain gains satisfy win,69.40000152587889,69.55000305175781,69.70999908447266,63.54999923706055,63.54999923706055
76,akam,2017-02-07,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture divestitures easing erred fail failure force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may unusual varies vary varying,able benefit enable enhance enhances gain gains great greater innovation opportunities optimistic pleased resolve revolutionizing satisfy strong success win,69.70999908447266,71.12000274658203,63.54999923706055,63.95000076293945,64.23999786376953
77,akam,2017-05-02,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred fail failure fined force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able benefit best easier enable enhance enhances exceptional excited gain gains great greater highest innovation opportunities pleased resolve satisfy strong superior unparalleled win,61.47999954223633,62.5,52.79999923706055,52.13000106811523,49.849998474121094
78,akam,2017-05-22,absence absenteeism adverse adversely against bad break bridge cancel canceled cancelled claiming collapse concern contrary corrected correction crime cut defer deter discontinue discontinued dismiss dissolution doubt downward downwards easing encumber encumbered erred excessive fail failure fined force forego forfeit forfeited forfeiture fraud gratuitous hardship harm ill inconsistencies inconsistent lapse lapsed lapsing late lie limitation limitations liquidation lose loss losses lying misconduct miss omission omissions pled poses quit rationalization refusal restructuring serious sue sued susceptible suspend suspended terminate terminated termination terminations unfulfilled violation violations writedown,ambiguities assume assumed assumption conditional depend dependent differ doubt fluctuation fluctuations hidden may revise revised vary,able achieve achievement attain attainment beneficial beneficially benefit desirable effective enhancing gain gains good improve improvement opportunities satisfaction satisfactory satisfied satisfy satisfying succeed succeeding success win worthy,47.38000106811523,47.75,47.40999984741211,48.06000137329102,47.1500015258789
79,akam,2017-07-25,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred fail failure fined force ill inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may nearly revise revised unusual varies vary varying,able benefit best easier enable enhance enhances exceptional gain gains great greater innovation profitability resolve satisfy superior unparalleled win,52.36999893188477,53.27999877929688,45.4900016784668,46.88999938964844,48.040000915527344
80,akam,2017-10-24,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture easing erred fail failure fined force ill inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able achieve achievement benefit best easier enable enhance enhances exceptional gain gains great greater innovation profitability resolve satisfy strong superior unparalleled win,51.459999084472656,51.90999984741211,54.0,53.0,52.290000915527344
81,akam,2018-02-06,break bridge claims closure closures collapse conciliation cut defer delay difficult disclaim disclaims disgorge disgorgement divest divestiture divestitures doubt doubtful easing erred fail failure fined force ill impair impairment impairments inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas pled poses quit restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs doubt doubtful fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able achieve achieved benefit best confident easier efficiency enable enhance enhances exceptional gain gains great greater improve improvement improvements innovation leadership pleased resolve satisfy strong success superior unparalleled win,62.81000137329102,63.66999816894531,64.48000335693361,64.12999725341797,67.40000152587889
82,akam,2018-02-06,against break bridge closing collapse cut deter fined ill lapse late lie losing lying miss poses quit sue sued,fluctuation fluctuations hidden revise revised,able achieve achievement effective gain gains satisfy win,62.81000137329102,63.66999816894531,64.48000335693361,64.12999725341797,67.40000152587889
83,akam,2018-03-08,break bridge closure collapse conciliation cut delay difficult divest divestiture fail failure fined ill inability investigation lack lapse late lie lose loses loss losses lying mislead misleading miss plea pleas poses restructuring sever standstill sue sued threat unpredictability unpredictable unreasonable,approximate approximately believe could depend dependent differ fluctuate hidden imprecise intangible may predict predictability revise revised unpredictability unpredictable unusual,able achieve achievement achieving best collaborative confident easier efficiencies efficiency enable excellence exceptional excited gain gains highest improve improvement innovation leadership leading opportunities pleased progress satisfy strong success successful superior unparalleled valuable win,69.98999786376953,75.08000183105469,76.06999969482422,73.30000305175781,72.48999786376953
84,akam,2018-03-09,adverse against bad bankrupt bankruptcy breach breaching break bridge cease claims closed closing closure closures collapse concern conciliation conflict conflicting conflicts contrary controversy counterclaim counterclaims cut damage damages decline defame defames default defeat delay delist delisted deny deprive deter difficult diminish disclaim disclose disclosed disclosing disparage disparagement disparages dispose dispute disputes disqualify disqualifying dissolution divest divestiture doubt encumbrance erred fail fails failure fault fined force forego fraud fraudulent ill impair impede improper inability inconsistent inconvenient insolvency insufficient intentional invalid investigation knowingly lack lapse late lie limitation liquidation litigation lose loses losing loss losses lying mislead misleading miss moratorium penalty plea plead pleas pled poses posing postpone postponement postponements prejudice purport purported question quit refuse refuses reject rejected reparation resign resignation resigns restructuring sever slander slanders solvency standstill subjecting subpoena sue sued sues terminate terminates termination threat threaten threatened unable undermining unpredictability unpredictable unreasonable violate,ambiguities approximate approximately believe conditional conditionally contingencies could depend dependence dependent differ doubt fluctuate hidden imprecise intangible may possible predict predictability revise revised unpredictability unpredictable unusual,able achieve achievement achieving assure beneficial beneficially benefit best collaborative confident easier effective efficiencies efficiency empower empowered enable encouragement encouraging excellence exceptional excited exclusive gain gains good highest improve improvement innovation leadership leading opportunities opportunity pleased progress satisfaction satisfied satisfies satisfy satisfying strong success successful superior unparalleled valuable win,75.08000183105469,76.06999969482422,74.97000122070312,73.25,73.68000030517578
85,akam,2018-03-28,break bridge collapse cut fined ill lapse lie lying miss,hidden revise revised,able effective satisfy succeed win,70.75,70.05000305175781,70.9800033569336,69.25,69.33999633789061
86,akam,2018-04-06,break bridge closure collapse cut fined ill lapse lie lying miss,hidden revise revised,able effective satisfy win,72.29000091552734,69.33999633789061,70.45999908447266,71.58999633789062,72.48999786376953
87,akam,2018-04-09,break bridge closure collapse cut fined lapse lie lying miss poses restate restated,hidden revise revised,able satisfy win,69.33999633789061,70.45999908447266,72.48999786376953,71.91999816894531,72.8499984741211
88,akam,2018-04-30,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture doubt doubtful easing erred fail failure fined force ill inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit reassign reassigned restate restated restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs doubt doubtful fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able benefit best easier efficiency enable enhance enhances exceptional gain gains great greater improve improvement improvements innovation pleased profitability satisfy superior unparalleled win,71.0999984741211,71.6500015258789,70.83999633789062,71.44999694824219,77.30000305175781
89,akam,2018-05-15,arrears break bridge claims closing collapse cut deter disclaim disclaims fined ill lapse late lie losing lying poses sue sued taint threat,anticipate anticipated anticipates approximate approximately could differ hidden may revise revised risk risks uncertain uncertainties,able best easier exceptional satisfy superior unparalleled win,76.69000244140625,76.29000091552734,74.58999633789062,75.33999633789062,77.4800033569336
90,akam,2018-05-15,absence acquiesce adverse against allegation allegations allege alleged arrears bankrupt bankruptcy breach break breakage bribe bribery bridge cancel cancellation caution cautionary cease ceased ceases challenge claiming claims closed closing closure collapse concern conflict conflicting contested contrary corrupt corruption counterclaim critical curtail curtailment curtailments cut damage damages danger default defaults defect defer delay delayed delinquent denied deter detract disadvantage disadvantageous disavow disclose disclosed discontinuance discontinue discontinued dismiss dismissed dispose dispute disputes disregard disregarding disrupt disruption dissolution disturb disturbance doubt easing embargo embargoes encumber encumbering encumbrance encumbrances endanger endangered erred erring error exculpatory expose exposes fail failed fails failure fault faults fined fines force forced forego forfeit forfeiture fraud fraudulent harm hazard hazardous ill illegal illegality impair impairment impossibility impossible inability inaccuracy inaccurate inaction incident inconsistency inconvenient incorrect indefeasible ineffective infringe infringement infringements injunction injunctions insolvency insolvent insufficient intentional interfere interfering interrupt interruption invalid invalidate invalidity investigation investigations involuntary knowingly lack lacks lapse lapsed late laundering lie limitation limitations liquidate liquidated liquidation liquidator litigation lose losing loss losses lying malpractice misconduct mislead misleading miss missed misstate misstatement mistake moratorium negative negligence nonpayment objection obsolete omission omit omits omitted onerous oppose opposed overage overdue penalties penalty pled poses posing postpone preclude prejudice protest punitive purport purporting quit refusal refuse reject reparation repudiate resign resignation restate restated restatement restatements restructuring revoke revoked sever solvency subpoena sue sued sues suffer suffered suing terminate terminated terminates termination threat threaten threatened trouble troubled unable unemployment unfunded unlawful unliquidated unpaid unreasonably unreimbursed unremedied unsatisfied violate violation,ambiguity anticipate anticipated appear appearing approximate approximately assume assumed assumes assumption assumptions believe believed believes believing clarification conditional conditionally contingent could depend dependent depending differ differs doubt exposure fluctuation fluctuations hidden intangible may might pending possibility possible precaution precautionary presume presumed revise revised risk risks speculation tending unknown unusual variation varies vary,able achieve achieved adequately advances advantage advantageous assure assured assuring beneficial beneficially benefit best compliment complimentary conclusive confident effective empower empowered enable enables exclusive favorable favorably gain gains good great greater greatest highest honor improve improved improvement improving invent inventor leading perfect perfected positive satisfaction satisfactory satisfied satisfies satisfy satisfying succeed succeeded succeeding success successful valuable win,76.69000244140625,76.29000091552734,74.58999633789062,75.33999633789062,77.4800033569336
91,akam,2018-05-17,arrears break bridge claims closing collapse cut disclaim disclaims fined ill lapse late lie lose losing lying poses sue sued taint threat,anticipate anticipated anticipates approximate approximately could differ hidden may revise revised risk risks uncertain uncertainties,able best easier exceptional satisfy superior unparalleled win,74.58999633789062,76.08999633789062,75.33999633789062,76.38999938964844,77.4800033569336
92,akam,2018-05-22,absence accident accidents acquiesce adverse adversely against annul annulment arrears bad bankrupt bankruptcy breach break bridge cancel canceled cancellation cancellations cancelled catastrophe catastrophes cease ceased ceases ceasing challenge challenged claims closed closing closure collapse concern concerns conflict contrary controversy cut damage damages default defect defend defending deficit delay denied depress destroy destroyed destruction deter diminish disclose disclosing discontinue discontinued dismiss dismissed dispose dispute disregard disregarded dissolution disturb disturbance disturbances doubt easing erred erring error evade expose fail fails failure fault faulted faults fined force forced forego forfeit forfeited fraud fraudulent grossly harm hinder hindrance ill illegal illegality impair impaired impede impracticable impractical incapable inconsistency inconsistent inconvenient incorrect injunction inquiry insolvency insolvent insufficient intentional interrupt interruption interruptions invalid investigate investigating investigation involuntary lapse lapsed late laundering lie limitation limitations liquidate liquidated liquidation liquidator litigant lose losing loss losses lost lying malfunction malfunctions manipulate misconduct mismatch mismatches miss missed moratorium negative neglect neglected negligence negligent nonpayment objection omission omissions omit omits omitted omitting overdue penalty plaintiff plea plead pled poses posing postpone postponed postponement preclude prejudice prejudicial prosecute punitive purport purported question quit refuse refused renegotiate reparation resign resignation resigning revoke sever solvency stolen stoppage stoppages sue sued sues suffer suing suspension terminate terminated termination terminations threat threaten threatened unable unavailable unduly unpaid unreasonable unreasonably unrest unwilling usury violate violation volatility,alteration ambiguity apparent appear appearing appears approximate approximately assume assumed assumes assuming assumption assumptions believe believed believes conditional conditionally contingency contingent could depend dependent differ doubt exposure hidden likelihood may might nearly pending possible preliminary revise revised risk risks variable variation variations volatility,able advances advantage beneficial beneficially benefit best better conclusive conclusively confident constructive constructively desirable despite effective empower empowered enable exclusive exclusively gain gains good great greater satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success win,76.45999908447266,76.38999938964844,77.0199966430664,76.51000213623047,75.37999725341797
93,akam,2018-06-06,absence adverse adversely against allege alleged arrearage arrears breach breaches break bridge burden cancel cancellation cancelled cease ceased closed closure collapse concern conflict contested contrary convict conviction criminal cut damage damages defend defending delay delayed denies destroy destroyed destruction deter diminish disclose disclosed disinterested dispose disqualification disqualified dissolution erred fail fails failure fined fines force forego guilty ill illegal inability incident inconsistent ineffective invalid invalidate invalidated investigation involuntary lapse late lie limitation limitations liquidation lose loss lost lying miss objecting omission omissions omit omitted oppose opposed plea pled poses posing postpone postponement preclude prejudice question questions quit refusal resign resignation resigns restate restated revocation revocations stolen sue sued terminate terminates termination threat threaten threatened unlawful unpaid,alteration appear appears assume assumption believe believed could depend dependent differ hidden may might nearly pending possible presumption revise revised risk,able advancement advances beneficial beneficially benefit best conclusive desired despite effective exclusive gain gains good great greater satisfy succeed succeeding success successful successfully superior win,78.98999786376953,78.01000213623047,78.27999877929688,79.26000213623047,81.97000122070312
94,akam,2018-07-31,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture doubt doubtful easing erred fail failure fined force ill impair impairment inability investigation lack lapse late lie loss losses lying miss negative negatively plea pleas poses quit reassign reassigned restate restated restructuring sue sued threat weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs doubt doubtful fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able benefit best easier enable enhance enhances exceptional gain gains great greater improve improvement innovation pleased profitability satisfy strong superior unparalleled win,75.29000091552734,75.26000213623047,71.62999725341797,74.61000061035156,76.83999633789062
95,akam,2018-10-29,break bridge claims collapse conciliation cut defer delay deter difficult disclaim disclaims discontinue divest divestiture doubt doubtful easing erred fail failure fined force ill impair impairment inability investigation lack lapse late lie lose loss losses lying miss negative negatively plea pleas poses preclude precluded quit reassign reassigned restate restated restructuring sue sued suspend threat threats weak weaken,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ differs doubt doubtful fluctuation fluctuations hidden intangible may might nearly revise revised unusual varies vary varying,able achieving advantage benefit effective enable enhance enhances excellent gain gains great greater improve improvement innovation opportunities pleased satisfy tremendous unmatched win,61.97000122070313,62.04999923706055,72.55000305175781,72.29000091552734,71.55000305175781
96,akam,2019-02-12,break bridge challenge challenges claims collapse conciliation cut defer delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure fined force ill impair impairment inability investigation lack lapse late lie lose loss losses lying miss negative negatively plea pleas poses quit reassign reassigned restate restated restructuring sue sued threat threats weak weaken,anticipate anticipates assumption assumptions believe believes contingent differ differs doubt doubtful fluctuation fluctuations hidden intangible may nearly revise revised unusual varies vary varying,able accomplish accomplished achieve achieved achieving advantage benefit benefiting delight delighted effective enable enhance enhances excellence gain gains great greater improve improvement innovation leadership pleased profitable satisfy strong succeed unmatched win,68.51000213623047,69.33000183105469,70.37000274658203,70.08999633789061,68.81999969482422
97,akam,2019-02-13,break bridge closure collapse cut fined lapse lie lying miss,assume assumed hidden revise revised,able effective satisfy win,69.33000183105469,70.37000274658203,70.77999877929688,70.47000122070312,69.86000061035156
98,akam,2019-02-27,against bad breach break bridge claims closed closing collapse complain complaint complaints concern conciliation conflict contrary cut damage damages deter disclose disclosed doubt easing fined force ill injuries lapse late lie limitation lose losing lying miss omission omissions poses prosecute quit resign resignation resigns revocation revoke sever sue sued suspect suspected terminate terminated termination unanticipated unsuspected,anticipate anticipated assume assumed assumption conditional conditionally doubt fluctuation fluctuations hidden may might revise revised unknown,able achieve achievement benefit confident effective gain gains good satisfy success win,69.59999847412111,69.27999877929689,69.66000366210939,70.29000091552734,70.30000305175781
99,akam,2019-04-30,break bridge claims collapse conciliation cut defer delay difficult disclaim disclaims doubt doubtful easing erred fail failure fined force ill impair impairment inability lack lapse late lie lose loss losses lying miss negative negatively plea pleas poses quit reassign reassigned restructuring sue sued threat threats weak weaken,anticipate anticipates assumption assumptions believe believes contingent differ differs doubt doubtful fluctuation fluctuations hidden intangible may revise revised unusual varies vary varying,able advantage benefit benefited efficiency efficient efficiently enable enhance enhances excellent gain gains great greater improve innovation outperform pleased satisfy strong unmatched win,79.3499984741211,80.05999755859375,81.04000091552734,80.02999877929688,80.02999877929688
